Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_2,4,1024,512,0.208668,2
lu_omp_2,4,1024,512,0.208849,2
lu_omp_2,4,1024,512,0.209173,2
lu_omp_2,4,2048,512,1.1524,2
lu_omp_2,4,2048,512,1.153,2
lu_omp_2,4,2048,512,1.15281,2
lu_omp_2,4,3072,512,3.60168,2
lu_omp_2,4,3072,512,3.61396,2
lu_omp_2,4,3072,512,3.61212,2
lu_omp_2,4,4096,512,8.239,2
lu_omp_2,4,4096,512,8.24129,2
lu_omp_2,4,4096,512,8.21205,2
lu_omp_2,4,5120,512,16.3255,2
lu_omp_2,4,5120,512,16.3357,2
lu_omp_2,4,5120,512,16.3347,2
lu_omp_2,4,6144,512,28.9772,2
lu_omp_2,4,6144,512,28.5756,2
lu_omp_2,4,6144,512,28.5718,2
lu_omp_2,4,7168,512,44.8243,2
lu_omp_2,4,7168,512,44.8417,2
lu_omp_2,4,7168,512,44.8296,2
lu_omp_2,4,8192,512,66.4518,2
lu_omp_2,4,8192,512,66.4655,2
lu_omp_2,4,8192,512,66.4363,2
