Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_3,4,1024,512,0.211112,3
lu_omp_3,4,1024,512,0.210235,3
lu_omp_3,4,1024,512,0.210223,3
lu_omp_3,4,2048,512,0.954751,3
lu_omp_3,4,2048,512,0.953114,3
lu_omp_3,4,2048,512,0.956284,3
lu_omp_3,4,3072,512,2.99201,3
lu_omp_3,4,3072,512,2.99509,3
lu_omp_3,4,3072,512,2.99311,3
lu_omp_3,4,4096,512,6.61667,3
lu_omp_3,4,4096,512,6.63476,3
lu_omp_3,4,4096,512,6.64407,3
lu_omp_3,4,5120,512,13.3874,3
lu_omp_3,4,5120,512,13.4964,3
lu_omp_3,4,5120,512,13.4131,3
lu_omp_3,4,6144,512,25.9239,3
lu_omp_3,4,6144,512,25.8468,3
lu_omp_3,4,6144,512,25.9686,3
lu_omp_3,4,7168,512,39.5,3
lu_omp_3,4,7168,512,39.5217,3
lu_omp_3,4,7168,512,39.6956,3
lu_omp_3,4,8192,512,56.7561,3
lu_omp_3,4,8192,512,56.6323,3
lu_omp_3,4,8192,512,56.4938,3
