Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_1,4,1024,256,0.227986,1
lu_omp_1,4,1024,256,0.227449,1
lu_omp_1,4,1024,256,0.227712,1
lu_omp_1,4,2048,256,1.77375,1
lu_omp_1,4,2048,256,1.78274,1
lu_omp_1,4,2048,256,1.77601,1
lu_omp_1,4,3072,256,5.95156,1
lu_omp_1,4,3072,256,5.96302,1
lu_omp_1,4,3072,256,5.97167,1
lu_omp_1,4,4096,256,14.0556,1
lu_omp_1,4,4096,256,14.0773,1
lu_omp_1,4,4096,256,14.1168,1
lu_omp_1,4,5120,256,27.5838,1
lu_omp_1,4,5120,256,27.5879,1
lu_omp_1,4,5120,256,27.6103,1
lu_omp_1,4,6144,256,47.6459,1
lu_omp_1,4,6144,256,47.6699,1
lu_omp_1,4,6144,256,47.7053,1
lu_omp_1,4,7168,256,75.6116,1
lu_omp_1,4,7168,256,75.7601,1
lu_omp_1,4,7168,256,75.6285,1
lu_omp_1,4,8192,256,112.97,1
lu_omp_1,4,8192,256,112.934,1
lu_omp_1,4,8192,256,112.905,1
