Exp,Op,Matrix Size,Block Size,Time,P
matmul_omp_3,3,1024,128,0.256739,3
matmul_omp_3,3,1024,128,0.255878,3
matmul_omp_3,3,1024,128,0.255943,3
matmul_omp_3,3,2048,128,2.00897,3
matmul_omp_3,3,2048,128,2.00831,3
matmul_omp_3,3,2048,128,2.00823,3
matmul_omp_3,3,3072,128,6.66407,3
matmul_omp_3,3,3072,128,6.6638,3
matmul_omp_3,3,3072,128,6.66363,3
matmul_omp_3,3,4096,128,16.3039,3
matmul_omp_3,3,4096,128,16.3081,3
matmul_omp_3,3,4096,128,16.2997,3
matmul_omp_3,3,5120,128,32.0247,3
matmul_omp_3,3,5120,128,32.0453,3
matmul_omp_3,3,5120,128,32.0479,3
matmul_omp_3,3,6144,128,53.9083,3
matmul_omp_3,3,6144,128,53.9073,3
matmul_omp_3,3,6144,128,54.3769,3
matmul_omp_3,3,7168,128,89.4824,3
matmul_omp_3,3,7168,128,89.1075,3
matmul_omp_3,3,7168,128,89.1095,3
matmul_omp_3,3,8192,128,142.16,3
matmul_omp_3,3,8192,128,142.156,3
matmul_omp_3,3,8192,128,142.269,3
