Exp,Op,Matrix Size,Block Size,Time,P
matmul_omp_4,3,1024,128,0.189262,4
matmul_omp_4,3,1024,128,0.18913,4
matmul_omp_4,3,1024,128,0.189127,4
matmul_omp_4,3,2048,128,1.5156,4
matmul_omp_4,3,2048,128,1.53692,4
matmul_omp_4,3,2048,128,1.53852,4
matmul_omp_4,3,3072,128,5.1305,4
matmul_omp_4,3,3072,128,5.13023,4
matmul_omp_4,3,3072,128,5.13032,4
matmul_omp_4,3,4096,128,12.2563,4
matmul_omp_4,3,4096,128,12.201,4
matmul_omp_4,3,4096,128,12.1996,4
matmul_omp_4,3,5120,128,24.1974,4
matmul_omp_4,3,5120,128,24.5164,4
matmul_omp_4,3,5120,128,24.3461,4
matmul_omp_4,3,6144,128,42.6519,4
matmul_omp_4,3,6144,128,42.5941,4
matmul_omp_4,3,6144,128,43.1761,4
matmul_omp_4,3,7168,128,66.3955,4
matmul_omp_4,3,7168,128,68.1104,4
matmul_omp_4,3,7168,128,66.6528,4
matmul_omp_4,3,8192,128,117.615,4
matmul_omp_4,3,8192,128,120.639,4
matmul_omp_4,3,8192,128,121.068,4
