Exp,Op,Matrix Size,Block Size,Time,P
matmul_omp_2,3,1024,512,0.347461,2
matmul_omp_2,3,1024,512,0.346291,2
matmul_omp_2,3,1024,512,0.34611,2
matmul_omp_2,3,2048,512,2.75129,2
matmul_omp_2,3,2048,512,2.75204,2
matmul_omp_2,3,2048,512,2.75126,2
matmul_omp_2,3,3072,512,9.35235,2
matmul_omp_2,3,3072,512,9.35338,2
matmul_omp_2,3,3072,512,9.34966,2
matmul_omp_2,3,4096,512,23.7845,2
matmul_omp_2,3,4096,512,23.7834,2
matmul_omp_2,3,4096,512,23.7816,2
matmul_omp_2,3,5120,512,48.6231,2
matmul_omp_2,3,5120,512,48.5627,2
matmul_omp_2,3,5120,512,48.5496,2
matmul_omp_2,3,6144,512,86.0169,2
matmul_omp_2,3,6144,512,86.0164,2
matmul_omp_2,3,6144,512,86.0343,2
matmul_omp_2,3,7168,512,138.021,2
matmul_omp_2,3,7168,512,138.032,2
matmul_omp_2,3,7168,512,138.029,2
matmul_omp_2,3,8192,512,208.97,2
matmul_omp_2,3,8192,512,208.907,2
matmul_omp_2,3,8192,512,208.864,2
