Exp,Op,Matrix Size,Block Size,Time,P
matmul_omp_1,3,1024,128,0.69588,1
matmul_omp_1,3,1024,128,0.69619,1
matmul_omp_1,3,1024,128,0.695802,1
matmul_omp_1,3,2048,128,5.57632,1
matmul_omp_1,3,2048,128,5.57366,1
matmul_omp_1,3,2048,128,5.57331,1
matmul_omp_1,3,3072,128,18.8442,1
matmul_omp_1,3,3072,128,18.8376,1
matmul_omp_1,3,3072,128,18.8414,1
matmul_omp_1,3,4096,128,45.0224,1
matmul_omp_1,3,4096,128,45.0281,1
matmul_omp_1,3,4096,128,45.2974,1
matmul_omp_1,3,5120,128,88.8684,1
matmul_omp_1,3,5120,128,88.5834,1
matmul_omp_1,3,5120,128,88.5719,1
matmul_omp_1,3,6144,128,152.503,1
matmul_omp_1,3,6144,128,152.499,1
matmul_omp_1,3,6144,128,152.534,1
matmul_omp_1,3,7168,128,242.518,1
matmul_omp_1,3,7168,128,242.595,1
matmul_omp_1,3,7168,128,242.511,1
matmul_omp_1,3,8192,128,374.547,1
matmul_omp_1,3,8192,128,374.843,1
matmul_omp_1,3,8192,128,374.624,1
