Exp,Op,Matrix Size,Block Size,Time,P
matmul_cuda,3,1024,32,0.015293,N/A
matmul_cuda,3,1024,32,0.015068,N/A
matmul_cuda,3,1024,32,0.015063,N/A
matmul_cuda,3,2048,32,0.122861,N/A
matmul_cuda,3,2048,32,0.121783,N/A
matmul_cuda,3,2048,32,0.122429,N/A
matmul_cuda,3,3072,32,0.40497,N/A
matmul_cuda,3,3072,32,0.413571,N/A
matmul_cuda,3,3072,32,0.429596,N/A
matmul_cuda,3,4096,32,0.993363,N/A
matmul_cuda,3,4096,32,1.02026,N/A
matmul_cuda,3,4096,32,1.02136,N/A
matmul_cuda,3,5120,32,1.95619,N/A
matmul_cuda,3,5120,32,1.99804,N/A
matmul_cuda,3,5120,32,2.00881,N/A
matmul_cuda,3,6144,32,3.47316,N/A
matmul_cuda,3,6144,32,3.49102,N/A
matmul_cuda,3,6144,32,3.46867,N/A
matmul_cuda,3,7168,32,5.40751,N/A
matmul_cuda,3,7168,32,5.46863,N/A
matmul_cuda,3,7168,32,5.47211,N/A
matmul_cuda,3,8192,32,8.08718,N/A
matmul_cuda,3,8192,32,8.16887,N/A
matmul_cuda,3,8192,32,8.1701,N/A
