Exp,Op,Matrix Size,Block Size,Time,P
matmul_cuda,2,1024,32,0.020628,N/A
matmul_cuda,2,1024,32,0.020355,N/A
matmul_cuda,2,1024,32,0.020529,N/A
matmul_cuda,2,2048,32,0.155461,N/A
matmul_cuda,2,2048,32,0.154097,N/A
matmul_cuda,2,2048,32,0.152864,N/A
matmul_cuda,2,3072,32,0.510715,N/A
matmul_cuda,2,3072,32,0.524499,N/A
matmul_cuda,2,3072,32,0.550196,N/A
matmul_cuda,2,4096,32,1.23029,N/A
matmul_cuda,2,4096,32,1.26217,N/A
matmul_cuda,2,4096,32,1.2652,N/A
matmul_cuda,2,5120,32,2.40711,N/A
matmul_cuda,2,5120,32,2.44858,N/A
matmul_cuda,2,5120,32,2.47683,N/A
matmul_cuda,2,6144,32,4.17064,N/A
matmul_cuda,2,6144,32,4.25188,N/A
matmul_cuda,2,6144,32,4.21737,N/A
matmul_cuda,2,7168,32,6.68617,N/A
matmul_cuda,2,7168,32,6.6532,N/A
matmul_cuda,2,7168,32,6.76647,N/A
matmul_cuda,2,8192,32,9.94155,N/A
matmul_cuda,2,8192,32,9.96525,N/A
matmul_cuda,2,8192,32,10.0013,N/A
