Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_1,1,1024,1,0.338865,1
lu_omp_1,1,1024,1,0.336132,1
lu_omp_1,1,1024,1,0.33695,1
lu_omp_1,1,2048,1,3.27275,1
lu_omp_1,1,2048,1,3.57002,1
lu_omp_1,1,2048,1,3.17428,1
lu_omp_1,1,3072,1,11.3368,1
lu_omp_1,1,3072,1,11.2891,1
lu_omp_1,1,3072,1,11.2961,1
lu_omp_1,1,4096,1,27.5538,1
lu_omp_1,1,4096,1,27.544,1
lu_omp_1,1,4096,1,27.5457,1
lu_omp_1,1,5120,1,54.6599,1
lu_omp_1,1,5120,1,54.6671,1
lu_omp_1,1,5120,1,54.642,1
lu_omp_1,1,6144,1,95.7239,1
lu_omp_1,1,6144,1,95.5339,1
lu_omp_1,1,6144,1,95.5515,1
lu_omp_1,1,7168,1,152.218,1
lu_omp_1,1,7168,1,152.086,1
lu_omp_1,1,7168,1,153.32,1
lu_omp_1,1,8192,1,228.25,1
lu_omp_1,1,8192,1,228.554,1
lu_omp_1,1,8192,1,228.757,1
