Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_1,2,1024,128,0.236135,1
lu_omp_1,2,1024,128,0.236028,1
lu_omp_1,2,1024,128,0.235761,1
lu_omp_1,2,2048,128,1.87381,1
lu_omp_1,2,2048,128,1.87635,1
lu_omp_1,2,2048,128,1.88613,1
lu_omp_1,2,3072,128,6.31994,1
lu_omp_1,2,3072,128,6.32697,1
lu_omp_1,2,3072,128,6.33252,1
lu_omp_1,2,4096,128,14.9873,1
lu_omp_1,2,4096,128,15.0117,1
lu_omp_1,2,4096,128,15.0007,1
lu_omp_1,2,5120,128,29.5588,1
lu_omp_1,2,5120,128,29.556,1
lu_omp_1,2,5120,128,29.567,1
lu_omp_1,2,6144,128,51.2679,1
lu_omp_1,2,6144,128,51.3274,1
lu_omp_1,2,6144,128,51.2703,1
lu_omp_1,2,7168,128,81.4997,1
lu_omp_1,2,7168,128,81.5903,1
lu_omp_1,2,7168,128,81.5211,1
lu_omp_1,2,8192,128,121.96,1
lu_omp_1,2,8192,128,121.474,1
lu_omp_1,2,8192,128,121.518,1
