Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_4,3,1024,512,0.235786,4
lu_omp_4,3,1024,512,0.211073,4
lu_omp_4,3,1024,512,0.210834,4
lu_omp_4,3,2048,512,1.0773,4
lu_omp_4,3,2048,512,0.932925,4
lu_omp_4,3,2048,512,0.972807,4
lu_omp_4,3,3072,512,2.87031,4
lu_omp_4,3,3072,512,2.88991,4
lu_omp_4,3,3072,512,2.95281,4
lu_omp_4,3,4096,512,6.52945,4
lu_omp_4,3,4096,512,6.34282,4
lu_omp_4,3,4096,512,6.55116,4
lu_omp_4,3,5120,512,13.3153,4
lu_omp_4,3,5120,512,13.376,4
lu_omp_4,3,5120,512,13.0941,4
lu_omp_4,3,6144,512,24.5389,4
lu_omp_4,3,6144,512,24.9101,4
lu_omp_4,3,6144,512,24.6265,4
lu_omp_4,3,7168,512,38.2805,4
lu_omp_4,3,7168,512,38.6675,4
lu_omp_4,3,7168,512,39.3383,4
lu_omp_4,3,8192,512,56.8002,4
lu_omp_4,3,8192,512,57.0595,4
lu_omp_4,3,8192,512,57.8301,4
