Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_3,3,1024,128,0.096345,3
lu_omp_3,3,1024,128,0.096076,3
lu_omp_3,3,1024,128,0.096139,3
lu_omp_3,3,2048,128,0.698441,3
lu_omp_3,3,2048,128,0.698778,3
lu_omp_3,3,2048,128,0.698664,3
lu_omp_3,3,3072,128,2.33369,3
lu_omp_3,3,3072,128,2.30715,3
lu_omp_3,3,3072,128,2.30779,3
lu_omp_3,3,4096,128,5.43028,3
lu_omp_3,3,4096,128,5.42402,3
lu_omp_3,3,4096,128,5.42888,3
lu_omp_3,3,5120,128,10.6578,3
lu_omp_3,3,5120,128,10.6466,3
lu_omp_3,3,5120,128,10.6459,3
lu_omp_3,3,6144,128,18.4076,3
lu_omp_3,3,6144,128,18.458,3
lu_omp_3,3,6144,128,18.4169,3
lu_omp_3,3,7168,128,29.3013,3
lu_omp_3,3,7168,128,29.2947,3
lu_omp_3,3,7168,128,29.2995,3
lu_omp_3,3,8192,128,43.5725,3
lu_omp_3,3,8192,128,43.5629,3
lu_omp_3,3,8192,128,43.6016,3
