Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_1,3,1024,128,0.237548,1
lu_omp_1,3,1024,128,0.237392,1
lu_omp_1,3,1024,128,0.237156,1
lu_omp_1,3,2048,128,1.88195,1
lu_omp_1,3,2048,128,1.8826,1
lu_omp_1,3,2048,128,1.88564,1
lu_omp_1,3,3072,128,6.32587,1
lu_omp_1,3,3072,128,6.33355,1
lu_omp_1,3,3072,128,6.33222,1
lu_omp_1,3,4096,128,14.9851,1
lu_omp_1,3,4096,128,14.9877,1
lu_omp_1,3,4096,128,14.9943,1
lu_omp_1,3,5120,128,29.461,1
lu_omp_1,3,5120,128,29.487,1
lu_omp_1,3,5120,128,29.4727,1
lu_omp_1,3,6144,128,51.2209,1
lu_omp_1,3,6144,128,51.2464,1
lu_omp_1,3,6144,128,51.2445,1
lu_omp_1,3,7168,128,82.3153,1
lu_omp_1,3,7168,128,81.305,1
lu_omp_1,3,7168,128,81.2959,1
lu_omp_1,3,8192,128,121.702,1
lu_omp_1,3,8192,128,121.716,1
lu_omp_1,3,8192,128,121.674,1
