Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_4,3,1024,256,0.117863,4
lu_omp_4,3,1024,256,0.103183,4
lu_omp_4,3,1024,256,0.10315,4
lu_omp_4,3,2048,256,0.579866,4
lu_omp_4,3,2048,256,0.577357,4
lu_omp_4,3,2048,256,0.577244,4
lu_omp_4,3,3072,256,1.88338,4
lu_omp_4,3,3072,256,1.80905,4
lu_omp_4,3,3072,256,1.80994,4
lu_omp_4,3,4096,256,4.174,4
lu_omp_4,3,4096,256,4.30107,4
lu_omp_4,3,4096,256,4.17933,4
lu_omp_4,3,5120,256,10.0352,4
lu_omp_4,3,5120,256,9.93272,4
lu_omp_4,3,5120,256,9.83554,4
lu_omp_4,3,6144,256,19.7984,4
lu_omp_4,3,6144,256,19.6784,4
lu_omp_4,3,6144,256,19.3148,4
lu_omp_4,3,7168,256,31.2741,4
lu_omp_4,3,7168,256,31.044,4
lu_omp_4,3,7168,256,30.8848,4
lu_omp_4,3,8192,256,46.3096,4
lu_omp_4,3,8192,256,46.4699,4
lu_omp_4,3,8192,256,47.2433,4
