Exp,Op,Matrix Size,Block Size,Time,P
matmul_omp_4,3,1024,512,0.18859,4
matmul_omp_4,3,1024,512,0.188448,4
matmul_omp_4,3,1024,512,0.188504,4
matmul_omp_4,3,2048,512,1.43776,4
matmul_omp_4,3,2048,512,1.43585,4
matmul_omp_4,3,2048,512,1.43868,4
matmul_omp_4,3,3072,512,6.00101,4
matmul_omp_4,3,3072,512,6.0002,4
matmul_omp_4,3,3072,512,6.00077,4
matmul_omp_4,3,4096,512,13.133,4
matmul_omp_4,3,4096,512,13.1467,4
matmul_omp_4,3,4096,512,12.675,4
matmul_omp_4,3,5120,512,31.8072,4
matmul_omp_4,3,5120,512,31.9365,4
matmul_omp_4,3,5120,512,32.1837,4
matmul_omp_4,3,6144,512,57.1277,4
matmul_omp_4,3,6144,512,53.9097,4
matmul_omp_4,3,6144,512,49.1375,4
matmul_omp_4,3,7168,512,91.2947,4
matmul_omp_4,3,7168,512,91.9191,4
matmul_omp_4,3,7168,512,94.5703,4
matmul_omp_4,3,8192,512,140.249,4
matmul_omp_4,3,8192,512,154.608,4
matmul_omp_4,3,8192,512,131.705,4
