Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_4,3,1024,128,0.077373,4
lu_omp_4,3,1024,128,0.076993,4
lu_omp_4,3,1024,128,0.076954,4
lu_omp_4,3,2048,128,0.545135,4
lu_omp_4,3,2048,128,0.544321,4
lu_omp_4,3,2048,128,0.546717,4
lu_omp_4,3,3072,128,1.78727,4
lu_omp_4,3,3072,128,1.91433,4
lu_omp_4,3,3072,128,1.7921,4
lu_omp_4,3,4096,128,4.19177,4
lu_omp_4,3,4096,128,4.33845,4
lu_omp_4,3,4096,128,4.19508,4
lu_omp_4,3,5120,128,8.35411,4
lu_omp_4,3,5120,128,8.33901,4
lu_omp_4,3,5120,128,8.32668,4
lu_omp_4,3,6144,128,14.5278,4
lu_omp_4,3,6144,128,14.4206,4
lu_omp_4,3,6144,128,14.5044,4
lu_omp_4,3,7168,128,22.864,4
lu_omp_4,3,7168,128,23.011,4
lu_omp_4,3,7168,128,22.8757,4
lu_omp_4,3,8192,128,34.1967,4
lu_omp_4,3,8192,128,34.2375,4
lu_omp_4,3,8192,128,34.2164,4
