Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_1,3,1024,256,0.228481,1
lu_omp_1,3,1024,256,0.229244,1
lu_omp_1,3,1024,256,0.227545,1
lu_omp_1,3,2048,256,1.77345,1
lu_omp_1,3,2048,256,1.77434,1
lu_omp_1,3,2048,256,1.77658,1
lu_omp_1,3,3072,256,5.9467,1
lu_omp_1,3,3072,256,5.94843,1
lu_omp_1,3,3072,256,5.95098,1
lu_omp_1,3,4096,256,14.048,1
lu_omp_1,3,4096,256,14.061,1
lu_omp_1,3,4096,256,14.0604,1
lu_omp_1,3,5120,256,27.5776,1
lu_omp_1,3,5120,256,27.5989,1
lu_omp_1,3,5120,256,27.6044,1
lu_omp_1,3,6144,256,47.6789,1
lu_omp_1,3,6144,256,47.7334,1
lu_omp_1,3,6144,256,47.9464,1
lu_omp_1,3,7168,256,76.2816,1
lu_omp_1,3,7168,256,75.6313,1
lu_omp_1,3,7168,256,75.605,1
lu_omp_1,3,8192,256,112.792,1
lu_omp_1,3,8192,256,114.054,1
lu_omp_1,3,8192,256,112.727,1
