Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_2,3,1024,256,0.140975,2
lu_omp_2,3,1024,256,0.140483,2
lu_omp_2,3,1024,256,0.140633,2
lu_omp_2,3,2048,256,0.967952,2
lu_omp_2,3,2048,256,0.972608,2
lu_omp_2,3,2048,256,0.982276,2
lu_omp_2,3,3072,256,3.16145,2
lu_omp_2,3,3072,256,3.16425,2
lu_omp_2,3,3072,256,3.17755,2
lu_omp_2,3,4096,256,7.3929,2
lu_omp_2,3,4096,256,7.40434,2
lu_omp_2,3,4096,256,7.41031,2
lu_omp_2,3,5120,256,14.7108,2
lu_omp_2,3,5120,256,14.6778,2
lu_omp_2,3,5120,256,14.7079,2
lu_omp_2,3,6144,256,25.3475,2
lu_omp_2,3,6144,256,25.3492,2
lu_omp_2,3,6144,256,25.3609,2
lu_omp_2,3,7168,256,40.4789,2
lu_omp_2,3,7168,256,40.4868,2
lu_omp_2,3,7168,256,40.4654,2
lu_omp_2,3,8192,256,60.1975,2
lu_omp_2,3,8192,256,60.2213,2
lu_omp_2,3,8192,256,60.2022,2
