Exp,Op,Matrix Size,Block Size,Time,P
matmul_cuda,1,1024,32,0.015318,N/A
matmul_cuda,1,1024,32,0.015228,N/A
matmul_cuda,1,1024,32,0.015229,N/A
matmul_cuda,524800,,,,
matmul_cuda,1,2048,32,0.120218,N/A
matmul_cuda,1,2048,32,0.120277,N/A
matmul_cuda,1,2048,32,0.120199,N/A
matmul_cuda,2.09818e+06,,,,
matmul_cuda,1,3072,32,0.404753,N/A
matmul_cuda,1,3072,32,0.404787,N/A
matmul_cuda,1,3072,32,0.404796,N/A
matmul_cuda,4.72013e+06,,,,
matmul_cuda,1,4096,32,0.960701,N/A
matmul_cuda,1,4096,32,0.966192,N/A
matmul_cuda,1,4096,32,0.972884,N/A
matmul_cuda,8.39066e+06,,,,
matmul_cuda,1,5120,32,1.88512,N/A
matmul_cuda,1,5120,32,1.89925,N/A
matmul_cuda,1,5120,32,1.89958,N/A
matmul_cuda,1.31098e+07,,,,
matmul_cuda,1,6144,32,3.27342,N/A
matmul_cuda,1,6144,32,3.28376,N/A
matmul_cuda,1,6144,32,3.28862,N/A
matmul_cuda,1.88774e+07,,,,
matmul_cuda,1,7168,32,5.22066,N/A
matmul_cuda,1,7168,32,5.30572,N/A
matmul_cuda,1,7168,32,5.2859,N/A
matmul_cuda,2.56937e+07,,,,
matmul_cuda,1,8192,32,7.9096,N/A
matmul_cuda,1,8192,32,7.98868,N/A
matmul_cuda,1,8192,32,7.99307,N/A
matmul_cuda,3.35585e+07,,,,
