Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_1,2,1024,256,0.228355,1
lu_omp_1,2,1024,256,0.22668,1
lu_omp_1,2,1024,256,0.227284,1
lu_omp_1,2,2048,256,1.77092,1
lu_omp_1,2,2048,256,1.77014,1
lu_omp_1,2,2048,256,1.77159,1
lu_omp_1,2,3072,256,5.98281,1
lu_omp_1,2,3072,256,5.99894,1
lu_omp_1,2,3072,256,5.9557,1
lu_omp_1,2,4096,256,14.0928,1
lu_omp_1,2,4096,256,14.1234,1
lu_omp_1,2,4096,256,14.118,1
lu_omp_1,2,5120,256,27.7141,1
lu_omp_1,2,5120,256,27.7353,1
lu_omp_1,2,5120,256,27.7315,1
lu_omp_1,2,6144,256,48.0079,1
lu_omp_1,2,6144,256,48.0695,1
lu_omp_1,2,6144,256,48.075,1
lu_omp_1,2,7168,256,76.1857,1
lu_omp_1,2,7168,256,76.1945,1
lu_omp_1,2,7168,256,76.2568,1
lu_omp_1,2,8192,256,113.703,1
lu_omp_1,2,8192,256,113.751,1
lu_omp_1,2,8192,256,113.681,1
