Exp,Op,Matrix Size,Block Size,Time,P
matmul_omp_2,3,1024,256,0.337583,2
matmul_omp_2,3,1024,256,0.336136,2
matmul_omp_2,3,1024,256,0.33657,2
matmul_omp_2,3,2048,256,2.68966,2
matmul_omp_2,3,2048,256,2.68836,2
matmul_omp_2,3,2048,256,2.68812,2
matmul_omp_2,3,3072,256,9.07768,2
matmul_omp_2,3,3072,256,9.07615,2
matmul_omp_2,3,3072,256,9.07627,2
matmul_omp_2,3,4096,256,21.5707,2
matmul_omp_2,3,4096,256,21.5717,2
matmul_omp_2,3,4096,256,21.5668,2
matmul_omp_2,3,5120,256,42.1567,2
matmul_omp_2,3,5120,256,42.1524,2
matmul_omp_2,3,5120,256,42.1528,2
matmul_omp_2,3,6144,256,73.3068,2
matmul_omp_2,3,6144,256,73.3137,2
matmul_omp_2,3,6144,256,73.303,2
matmul_omp_2,3,7168,256,118.348,2
matmul_omp_2,3,7168,256,118.368,2
matmul_omp_2,3,7168,256,118.368,2
matmul_omp_2,3,8192,256,194.802,2
matmul_omp_2,3,8192,256,191.456,2
matmul_omp_2,3,8192,256,191.398,2
