Exp,Op,Matrix Size,Block Size,Time,P
lu_omp_2,3,1024,128,0.130496,2
lu_omp_2,3,1024,128,0.130016,2
lu_omp_2,3,1024,128,0.130103,2
lu_omp_2,3,2048,128,0.992406,2
lu_omp_2,3,2048,128,0.992753,2
lu_omp_2,3,2048,128,0.992704,2
lu_omp_2,3,3072,128,3.32211,2
lu_omp_2,3,3072,128,3.31159,2
lu_omp_2,3,3072,128,3.31757,2
lu_omp_2,3,4096,128,7.80379,2
lu_omp_2,3,4096,128,7.82451,2
lu_omp_2,3,4096,128,7.82779,2
lu_omp_2,3,5120,128,15.3453,2
lu_omp_2,3,5120,128,15.3409,2
lu_omp_2,3,5120,128,15.358,2
lu_omp_2,3,6144,128,26.5694,2
lu_omp_2,3,6144,128,26.5726,2
lu_omp_2,3,6144,128,26.5665,2
lu_omp_2,3,7168,128,42.1771,2
lu_omp_2,3,7168,128,42.179,2
lu_omp_2,3,7168,128,42.1796,2
lu_omp_2,3,8192,128,62.9404,2
lu_omp_2,3,8192,128,62.9723,2
lu_omp_2,3,8192,128,62.9186,2
