Exp,Op,Matrix Size,Block Size,Time,P
matmul_cuda,1,1024,8,0.015168,N/A
matmul_cuda,1,1024,8,0.015101,N/A
matmul_cuda,1,1024,8,0.015086,N/A
matmul_cuda,0,,,,
matmul_cuda,1,2048,8,0.118948,N/A
matmul_cuda,1,2048,8,0.11896,N/A
matmul_cuda,1,2048,8,0.11895,N/A
matmul_cuda,0,,,,
matmul_cuda,1,3072,8,0.401551,N/A
matmul_cuda,1,3072,8,0.402185,N/A
matmul_cuda,1,3072,8,0.401834,N/A
matmul_cuda,0,,,,
matmul_cuda,1,4096,8,0.95289,N/A
matmul_cuda,1,4096,8,0.953384,N/A
matmul_cuda,1,4096,8,0.953535,N/A
matmul_cuda,0,,,,
matmul_cuda,1,5120,8,1.86861,N/A
matmul_cuda,1,5120,8,1.86923,N/A
matmul_cuda,1,5120,8,1.88316,N/A
matmul_cuda,0,,,,
matmul_cuda,1,6144,8,3.26285,N/A
matmul_cuda,1,6144,8,3.27012,N/A
matmul_cuda,1,6144,8,3.26749,N/A
matmul_cuda,0,,,,
matmul_cuda,1,7168,8,5.19552,N/A
matmul_cuda,1,7168,8,5.20001,N/A
matmul_cuda,1,7168,8,5.20761,N/A
matmul_cuda,0,,,,
matmul_cuda,1,8192,8,7.81736,N/A
matmul_cuda,1,8192,8,7.82544,N/A
matmul_cuda,1,8192,8,7.82357,N/A
matmul_cuda,0,,,,
